SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15,DATE_COL,SITE_TYPE,TNT,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,ST,STATE_NAME,NHDNAME,LAKENAME,AREA_CAT7,WGT_NLA,WSA_ECO3,WSA_ECO9,LAKE_ORIGIN,AREA_HA,SIZE_CLASS,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,HUC_2,HUC_8,REACHCODE,COM_ID,PH_LAB,COND,ANC,TURB,DOC,NH4N_PPM,NO3_NO2,NO3N_PPM,NTL,PTL,CHLA,CL_PPM,SO4_PPM,CA_PPM,MG_PPM,NA_PPM,K_PPM,COLOR,SIO2,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,TSTATE_TP,TSTATE_TN,TSTATE_CHL,TSTATE_SECCHI,MCYST_TL_UGL,CYANDENS,sixDepth,sivDepth,L_sixDepth,L_sivDepth,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsxLdia,bsvLdia,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fciAll,fciBig,fciNatural,fciRipVeg,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg,ssfcBedrock,ssfcBoulders,ssfcCobble,ssfcGravel,ssfcSand,ssfcSilt,ssfcOrganic,ssfcWood,ssfcOther,ssiStaVariety,ssiSiteVariety,ssiStStaVariety,ssxLdia,ssvLdia,hipwBuildings,hipwCommercial,hipwRoads,hipwWalls,hipwDocks,hipwPowerlines,hipwLandfill,hipwLawn,hipwPark,hipwCrops,hipwOrchard,hipwPasture,hiiAll,hiiNonAg,hiiAg,hiiAllCirca,hiiNonAgCirca,hiiAgCirca,hifpAny,hifpAnyCirca,bffFlat,bffGradual,bffSteep,bffVertical,bfoAngle,bfnAngle,bfxHorizDist,bfxVertHeight,bfnHorizDist,bfnVertHeight,L_RtHzVrt,RDisInEx1a,DATEPHAB,ssiBedBld,ssiNATBedBld,rviLowWood,RVegQ_7,RVegQ_8,L_RVegQ_8,LRCVQ_7A,LRCVQ_7B,LRCVQ_7C,LRCVQ_7D,LRCVQ_8D,L_LRCVQ_8D,ElevXLat,ElevDLat,ElevXLon,RDis_InEx,RDis_IX,RvegQ_Var,RVegQ,LogRVegQ,Pre3A_L_RVegQ_8,Adj3A_L_RVegQ_8,LOE_RVQ_west,LitCvrQ_Var,LitCvrQ,LogLitCvrQ,Pre3A_L_LitCvrQ,Adj3A_L_LitCvrQ,LOE_LitCv_west,LitRipCVQ_Var,LitRipCVQ,LogLitRipCvQ,Pre3A_L_LRCvQ_8D,Adj3A_L_LRCvQ_8D,LOE_LitRipCv_west,RVeg_OE,LitCvr_OE,LitRipCvr_OE,RES_PIPES,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,MAN_LEVEL_FLUCTUATIONS,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,TROPHIC_STATE,IRT,PRT,ORT,MRT,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN,Summed_area_sqkm,NLCD06_11_KM2_BSN,NLCD06_12_KM2_BSN,NLCD06_21_KM2_BSN,NLCD06_22_KM2_BSN,NLCD06_23_KM2_BSN,NLCD06_24_KM2_BSN,NLCD06_31_KM2_BSN,NLCD06_41_KM2_BSN,NLCD06_42_KM2_BSN,NLCD06_43_KM2_BSN,NLCD06_52_KM2_BSN,NLCD06_71_KM2_BSN,NLCD06_81_KM2_BSN,NLCD06_82_KM2_BSN,NLCD06_90_KM2_BSN,NLCD06_95_KM2_BSN,BASINAREA_06_sqkm,TOTAL,Precip_mm_avg_yr,Precip_mm_total_yr,Temp_degC_avg_yr,E_avg_06_07,RH_PT_avg_06_07,temp_degC_summer,temp_degC_winter,temp_degC_spring,precip_mm_summer,precip_mm_winter,precip_mm_spring,PCT06_OPENH2O_BSN,PCT06_ICESNOW_BSN,PCT06_DEVOPEN_BSN,PCT06_DEVLOW_BSN,PCT06_DEVMED_BSN,PCT06_DEVHIGH_BSN,PCT06_BARREN_BSN,PCT06_DECID_BSN,PCT06_CONIF_BSN,PCT06_MIXED_BSN,PCT06_SHRUBLAND_BSN,PCT06_GRASS_BSN,PCT06_PASTURE_BSN,PCT06_CROPS_BSN,PCT06_WDYWET_BSN,PCT06_EMHERBWET_BSN
NLA06608-0001,1,7/31/2007,-120.24,-15.73,5.63,0.1,0.77,2007,NA,YES,-0.178531964,0.054586259,0.002677376,-1.189859871,-1.896970623,NO,0.022222222,0.044444444,-0.912849824,0.018885344,1605.73,8.3,0.662930555,48.9790286,-114.0218399,0.919078092,3.205942903,NATURAL,WMT,R,WEST,WEST,NLA06608-0001,NO,Small,Small,SMALL,1,7/31/2007,PROB_Lake,Target,-114.0218399,48.97902855,-1327628.088,1405394.836,MT,Montana,"Wurdeman, Lake",Lake Wurdeman,"(50,100]",7.59453197,WMTNS,WMT,NATURAL,66.2930555,03:>50-100 ha,0.662930555,3.178509805,1.101246662,8.3,8.3,10,10010001,10010001000311,9301511,7.63,96.28,924.3,0.474,0.63,0.01,0.12,0.131,151,6,0.24,0.05,2.226,13.93,2.944,0.252,0.131,6,1.182,952.4,982.39,951.67,6.4,NA,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m),0.05,30.11696365,3.033333333,4.546702102,0.496006599,0.667144831,0.104765605,0.080799611,0.502165495,0.2151023,0.080998424,0.005050505,0,0.01111806,4,7,1.75,0.314365679,0.126530045,0,0,0,0,0,0,0.016666667,0.011111111,0.069444444,0,0.097222222,0,0,0.194444444,0.183333333,0.194444444,0.011111111,0.05,0.230555556,0.161111111,0.536111111,0.037037037,0,0.300606061,0.662356902,0.280555556,0.697222222,0.672222222,1.283333333,0.816666667,0.366666667,0.977777778,1.65,0.101023788,0.06038772,0.553962928,0.196061141,0.072436382,0.00617284,0,0.009955202,0,3.555555556,7,1.96875,0.318347498,0.137468411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.333333333,0.333333333,0.222222222,"GRADUAL, STEEP",9,0.044444444,0.022222222,9,9,0.009340026,0,7/31/2007,0.161411508,0.161411508,1.198468013,0.342419432,0.307575099,-0.498153557,0.268431938,0.219820827,0.203617124,0.192814654,0.175392488,-0.731907867,78654.24334,32.7810519,-183082.7654,0,0,RVegQ_8,0.307575099,-0.498153557,-0.541820162,0.043666605,0.043666605,LITCVR_D,0.043209877,-1.274007749,-1.09101829,-0.182989459,-0.182989459,LRCVQ_8D,0.175392488,-0.731907867,-0.729554856,-0.002353011,-0.002353011,1.105774587,0.656161193,0.994596642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC,0.77,0.32,0.77,0.36,1866604.421,1605.73,2857,1971,333,Gneiss,Gneiss,1915.67,1775,1.53,0.38,65,65,0.33,0.55,11.28,16.52,-0.8,-13.32,17.7,0.1,-12.7,0.1,0,0,98.58,0,958.2550234,2.04382395,0,98.58,Atmospheric,2.550096877,3.7584,0.6318,0.5022,0,0,0,0,0.4851,0.0045,1.5237,0.0468,0.5598,0.0045,0,0,0,0,3.757720078,3.7584,127.5016667,1530.02,5.240277778,31.59,63.7,13.488,-4.193333333333333,5.359999999999999,146.63,344.21,529.9,16.810344827586206,13.36206896551724,0,0,0,0,12.907088122605364,0.11973180076628352,40.5411877394636,1.2452107279693487,14.894636015325668,0.11973180076628352,0,0,0,0
NLA06608-0002,1,6/14/2007,2.32,1.24,-7.61,0.37,0.26,2007,NA,YES,-0.832477585,0,0,-2,-2,YES,0,0,-1,0,4.9,2.3,0.147069432,33.03614283,-79.984084,0.361727836,0.770852012,MAN_MADE,CPL,S,CPL,CPL,NLA06608-0002,YES,Small,Small,SMALL,2,6/14/2007,PROB_Lake,Target,-79.98379054,33.03606404,1479703.799,-374482.0732,SC,South Carolina,Crane Pond,Crane Pond,"(10,20]",60.65422715,PLNLOW,CPL,MAN-MADE,14.43799807,02:>10-50 ha,0.144379981,1.743509934,1.294392549,2.3,2.3,3,3050201,3050201001074,9642039,6.05,44.8,104.48,3.55,14.02,0.019,0.005,0.005,695,36,3.84,6.311,0.818,3.414,0.775,2.526,0.152,71,1.695,350.14,301.34,347.89,0.55,NA,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),4: HYPEREUTROPHIC (<= 0.7 m),0.05,6047.380714,0.91,0.799235746,0.004321374,-0.046126438,0,0,0,0,0,0.271549172,0.723322623,0.005698006,2.1,3,1.428571429,-0.351820729,0,0.4775,0.635,0,0.815,1.1125,0.815,0,0.03,0,0,0.005,0,0,0.85,0.005,0.85,0.03,0.13,0.205,0.39,0.44,0,0.027422481,0.619738137,0.352839382,0.335,0.86,0.9175,1.1275,0.79,0.955,1.195,2.0825,0,0,0,0,0,0.042486635,0.273282967,0,0.684230398,2.6,2,0.769230769,-0.316638656,0.111255483,0.05,0,0.1,0.25,0.05,0,0,0,0,0,0.65,0,1.1,0.45,0.65,0.8,0.2,0.6,0.8,0.7,0.7,0,0.3,0,FLAT,10,0,0,10,10,0,0.611904762,6/14/2007,0,0,0.792839382,0.240236778,0.26960562,-0.553454103,0.545118389,0.332618389,0.384172294,0.246394517,0.261078938,-0.566904225,161.874979,0.148324344,-391.919934,0.611904762,0.743617021,RVegQ_2,0.23921124,-0.603432373,NA,NA,NA,LITCVR_B,0.425,-0.361510743,NA,NA,NA,LRCVQ_2B,0.33210562,-0.465839791,NA,NA,NA,0.824866346,1.419363457,1.087088773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC,0.26,0.04,0.26,0.17,97442.09625,4.9,13,7,1,Quaternary,Quaternary,1292,1292,1.08,0.94,71,71,0.49,0.57,24.25,32.45,18.3,2.85,32.4,18.3,2.9,169.6340174,0,0,60.756,17.688,2350.099,2113.246619,17.688,60.756,Atmospheric,10.26048716,2.2905,0.0045,0,0.0216,0,0,0,0,0,1.476,0.0054,0.1017,0.0909,0,0,0.3996,0.1908,2.290436081,2.2905,89.74666667,1076.96,20.82027778,78.63,55.03,27.387999999999998,13.15,20.453333333333333,403.56,201.43,115.24000000000001,0.19646365422396855,0,0.9430255402750491,0,0,0,0,0,64.44007858546168,0.2357563850687623,4.440078585461689,3.9685658153241645,0,0,17.44597249508841,8.330058939096267
NLA06608-0002,2,7/23/2007,5.7,2.47,-14.03,0.47,0.33,2007,NA,YES,-0.832477585,0.263175031,0.076923077,-0.563558999,-1.060864909,YES,0.1,0.1,-0.698970004,0.041392685,4.9,1.3,0.147069432,33.03614283,-79.984084,0.113943352,0.770852012,MAN_MADE,CPL,S,CPL,CPL,NLA06608-0002,YES,Med,Small,MEDIUM,2,7/23/2007,PROB_Lake,Target,-79.98379054,33.03606404,1479703.799,-374482.0732,SC,South Carolina,Crane Pond,Crane Pond,"(10,20]",60.65422715,PLNLOW,CPL,MAN-MADE,14.43799807,02:>10-50 ha,0.144379981,1.743509934,1.294392549,1.3,1.3,3,3050201,3050201001074,9642039,5.92,42.87,104.09,4.43,13.8,0.009,0,0.012,507,25,20.053,6.493,0.648,3.283,0.76,2.132,0.1,60,1.988,330.24,309.52,321.66,NA,NA,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m),0.05,5429.894541,1.28,1.393476867,0.139879086,0.1741985,0,0,0,0,0,0.043843844,0.956156156,0,1.5,2,1.333333333,-0.175910365,0.185425805,0.875,0,0.055,0.875,0.875,0.875,0,0.0925,0,0.01,0.0975,0.005,0,1.08,0.0975,1.08,0.1075,0.01,0.0975,0.472777778,0.107222222,0,0.033333333,0.764822823,0.201843844,0.1075,0.5925,0.71,0.3275,0.2175,1.0575,0.7,1.385,0,0,0,0,0,0.041789416,0.030173545,0,0.928037039,2.1,2,0.952380952,-0.175910365,0.185425805,0,0,0,0.2,0.05,0,0,0,0,0,0.35,0,0.6,0.25,0.35,0.4,0.2,0.2,0.7,0.4,0.8,0.2,0,0,FLAT,10,0.1,0.1,10,10,0,0.3875,7/23/2007,0,0,0.309066066,0.104971257,0.091083333,-0.995320445,0.592485628,0.326833455,0.331643805,0.173866027,0.166922066,-0.752217999,161.8748369,0.148324474,-391.9097175,0.3875,0.533333333,RVegQ_2,0.082166667,-1.035426119,NA,NA,NA,LITCVR_B,0.548695652,-0.252824708,NA,NA,NA,LRCVQ_2B,0.315431159,-0.487540867,NA,NA,NA,0.283333333,1.832467195,1.032507887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,H,NA,NA,NA,0,0,0,8,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.1,EUTROPHIC,0.33,0.04,0.33,0.17,97442.09625,4.9,13,7,1,Quaternary,Quaternary,1292,1292,1.08,0.94,71,71,0.49,0.49,32.4,32.45,18.3,2.85,32.4,18.3,2.9,169.6340174,0,0,60.756,17.688,2350.099,2113.246619,17.688,60.756,Atmospheric,10.26048716,2.2905,0.0045,0,0.0216,0,0,0,0,0,1.476,0.0054,0.1017,0.0909,0,0,0.3996,0.1908,2.290436081,2.2905,89.74666667,1076.96,20.82027778,78.63,55.03,27.387999999999998,13.15,20.453333333333333,403.56,201.43,115.24000000000001,0.19646365422396855,0,0.9430255402750491,0,0,0,0,0,64.44007858546168,0.2357563850687623,4.440078585461689,3.9685658153241645,0,0,17.44597249508841,8.330058939096267
NLA06608-0003,1,8/29/2007,-4.84,-0.01,-4.77,0.2,0.17,2007,NA,YES,-1.243992849,0,0,-2,-2,YES,0,0,-1,0,17.6,2.5,0.057017366,28.0477421,-97.8598661,0.397940009,1.269512944,NATURAL,CPL,S,CPL,CPL,NLA06608-0003,NO,Small,Small,SMALL,2,8/29/2007,PROB_Lake,Target,-97.85986605,28.04774206,-183477.3403,-1051756.915,TX,Texas,NA,Wilderness Lake,"(4,10]",210.5049403,PLNLOW,CPL,NATURAL,5.701736559,01: <10 ha,0.057017366,1.265008306,1.494461982,2.5,2.5,12,12110111,12110111000589,3169452,8.47,1089,4746.01,7.67,6,0.005,0.005,0.005,738,43,16.96,173.337,49.455,51.55,9.513,164.9,5.778,18,45.248,10676.25,10664.81,10675.69,0.71,NA,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m),0.05,38410.15873,1.19,0.513051871,0.11058971,-0.212502778,0,0,0,0,0.563754469,0.133447018,0.231785357,0.071013156,3.6,4,1.111111111,-0.126800518,0.081869044,0.2675,0,0.005,0.2675,0.2675,0.285,0,0.065,0.035,0.03,0.275,0,0,0.69,0.31,0.69,0.095,0.01,0.09,0.277777778,0.222222222,0.115500241,0.154841804,0.639020095,0.09063786,0.1,0.5,0.538888889,0.345,0.3,0.672222222,0.55,0.95,0,0,0,0,0.06927955,0.317108113,0.195795369,0.057354678,0.36046229,4.444444444,4,0.9,-0.298637468,0.063983333,0,0,0.15,0,0,0.1,0.1,0.55,0.2,0,0,0,1.1,1.1,0,0.9,0.9,0,0.8,0.6,0.2,0.6,0.2,0,GRADUAL,10,0,0,10,10,0,0.561904762,8/29/2007,0,0,0.312860082,0.166809497,0.123210451,-0.875461701,0.428404749,0.255904749,0.227832691,0.157832691,0.136033168,-0.835548492,493.636,0.627506908,-1722.340893,0.561904762,0.561904762,RVegQ_2,0.146420902,-0.805705214,NA,NA,NA,LITCVR_B,0.345,-0.449771647,NA,NA,NA,LRCVQ_2B,0.245710451,-0.592251522,NA,NA,NA,0.504899663,1.152189159,0.804289529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0,0,1,RESERVOIR,NONE,FAIR,YES,0.5,MESOTROPHIC,0.17,0.01,0.17,0.08,53941.70242,17.6,44,37,6,Quaternary,Quaternary,822.17,822,1.08,1.13,74,74,0.56,0.66,26,35.6,21.82,6.65,35.6,21.8,6.7,76.70750599,18106.569,423.462,2935.14,8.201,3466.349096,2018.21351,18114.77,3358.602,Fertilizer,7.165757565,4.8393,0.0702,0,0.3735,0.1494,0.0063,0,0.0198,0.4419,0.0468,0.0027,1.3167,0.261,0.5535,1.5759,0.0117,0.0099,4.837379808,4.8393,90.38583333,1084.63,23.28277778,93.78,65.27,28.886000000000003,14.770000000000001,23.439999999999998,522.67,219.18,214.22,1.4506230239910731,0,7.718058396875582,3.087223358750233,0.1301841175376604,0,0.4091500836897899,9.13148595871304,0.9670820159940487,0.0557931932304259,27.208480565371023,5.393342012274503,11.437604612237308,32.56462711549191,0.2417705039985122,0.20457504184489494
NLA06608-0003,2,9/6/2007,-4.7,-0.66,0.59,0.18,0.15,2007,NA,YES,-1.243992849,0,0,-2,-2,YES,0,0,-1,0,17.6,2.4,0.057017366,28.0477421,-97.8598661,0.380211242,1.269512944,NATURAL,CPL,S,CPL,CPL,NLA06608-0003,NO,Small,Small,SMALL,2,9/6/2007,PROB_Lake,Target,-97.85986605,28.04774206,-183477.3403,-1051756.915,TX,Texas,NA,Wilderness Lake,"(4,10]",210.5049403,PLNLOW,CPL,NATURAL,5.701736559,01: <10 ha,0.057017366,1.265008306,1.494461982,2.4,2.4,12,12110111,12110111000589,3169452,8.54,1120,4784.39,9.53,5.87,0.011,0.005,0.005,843,50,12.864,181.295,47.763,49.8,9.496,164.2,5.504,12,7.9,10550.18,10892.43,10549.51,0.49,NA,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m),0.05,61137.77778,1.47,0.784644293,0.195899652,-0.05323132,0,0,0,0.116161616,0.415815296,0.583936508,0.006666667,0.013877551,2.1,5,2.380952381,-0.68562756,0.804326386,0.1325,0,0,0.1325,0.1325,0.1325,0,0.055555556,0,0,0.083333333,0,0.00625,0.277638889,0.089583333,0.271388889,0.055555556,0.05,0.04,0.36,0.11,0.006756757,0,0.944594595,0.0625,0.08,0.47,0.49,0.175,0.15,0.825,0.51,1,0,0,0,0,0.518505132,0.391010849,0.064706979,0.040441057,0.093081116,4.1,4,0.975609756,-0.406435424,0.606415007,0.5,0.055555556,0.6,0,0.55,0.5,0.1,0.35,0.35,0,0,0,3.005555556,3.005555556,0,0.8,0.8,0,1,0.5,0.222222222,0.666666667,0.111111111,0,GRADUAL,9,0,0,10,10,0,0.62517337,9/6/2007,0,0,0.1725,0.049285714,0.2675,-0.556737013,0.160337302,0.092490079,0.084450796,0.054651414,0.163758556,-0.7600538,493.636,0.627506908,-1722.321339,0.62517337,0.62517337,RVegQ_2,0.035,-1.346787486,NA,NA,NA,LITCVR_B,0.135694444,-0.836557008,NA,NA,NA,LRCVQ_2B,0.085347222,-1.020691955,NA,NA,NA,0.120689655,0.453175849,0.279368976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,0,1,NA,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC,0.15,0.01,0.15,0.08,53941.70242,17.6,44,37,6,Quaternary,Quaternary,822.17,822,1.08,1.13,74,74,0.57,0.57,35.6,35.6,21.82,6.65,35.6,21.8,6.7,76.70750599,18106.569,423.462,2935.14,8.201,3466.349096,2018.21351,18114.77,3358.602,Fertilizer,7.165757566,4.8393,0.0702,0,0.3735,0.1494,0.0063,0,0.0198,0.4419,0.0468,0.0027,1.3167,0.261,0.5535,1.5759,0.0117,0.0099,4.837379808,4.8393,90.38583333,1084.63,23.28277778,93.78,65.27,28.886000000000003,14.770000000000001,23.439999999999998,522.67,219.18,214.22,1.4506230239910731,0,7.718058396875582,3.087223358750233,0.1301841175376604,0,0.4091500836897899,9.13148595871304,0.9670820159940487,0.0557931932304259,27.208480565371023,5.393342012274503,11.437604612237308,32.56462711549191,0.2417705039985122,0.20457504184489494
NLA06608-0004,1,7/10/2007,-61.77,-7.01,-5.66,0.28,1.05,2007,NA,YES,-0.184514563,13.9250053,0.165079365,1.144107138,-0.756765037,YES,1.04,11.26,0.056904851,1.08849047,2213,6.3,0.653861004,37.4167824,-108.4056506,0.79934055,3.345177617,MAN_MADE,WMT,S,WEST,WEST,NLA06608-0004,YES,Small,Med,MEDIUM,2,7/10/2007,PROB_Lake,Target,-108.4045832,37.41662013,-1084415.766,61530.21955,CO,Colorado,NA,Puett Reservoir,"(50,100]",9.171940265,WMTNS,WMT,MAN-MADE,65.38630923,03:>50-100 ha,0.653863092,6.011153731,2.097053406,6.3,6.3,14,14080202,14080202000455,3262179,8.25,303.3,1656.42,3.81,8,0.024,0.005,0.005,344,18,4.6,1.802,60.253,34.03,8.557,11.1,1.472,13,2.763,2924.29,2961.72,2922.71,1.8,NA,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m),0.05,522.5042343,1.27768,1.367419159,0.139148354,0.166554185,0,0.065714286,0.028571429,0.036017316,0,0.817772318,0.051924652,0,1.8,5,2.777777778,-0.260625719,0.248664874,0.4075,0.0625,0.095,0.4475,0.47,0.2575,0,0.03,0,0,0,0,0,0.2875,0,0.2875,0.03,0.03,0.0825,0.0625,0.0975,0.384818663,0.005405405,0.579987572,0.02978836,0.1125,0.16,0.445,0.225,0.21,0.4875,0.2725,0.7125,0,0.062162162,0.032155232,0.010842491,0,0.531226851,0.005128205,0.011119691,0.347365367,2.6,6,2.307692308,-0.25607778,0.25175609,0.2,0,0.15,0.1,0.05,0.05,0.1,0,0.05,0,0,0.4,1.1,0.7,0.4,0.3,0.2,0.1,1,0.3,0.1,0.9,0,0,GRADUAL,10,11.26,1.04,10,10,0.778860303,0.411904762,7/10/2007,0.062162162,0,0.12728836,0.039070805,0.073851351,-1.076489934,0.163285403,0.091410403,0.11915724,0.074573907,0.09196418,-0.991552371,82805.65779,59.14292732,-239908.6965,0.411904762,0.514864865,RVegQ_8,0.073851351,-1.076489934,-0.710016342,-0.366473592,-0.366473592,LITCVR_D,0.110077008,-0.920540143,-1.135349,0.214808857,0.214808857,LRCVQ_8D,0.09196418,-0.991552371,-0.848626011,-0.14292636,-0.14292636,0.430057383,1.63986787,0.71957098,NA,L,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,5,1,7,0,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1.9,EUTROPHIC,1.05,0.58,1.05,3.31,1228378.514,2213,2301,2231,11,Sedimentary,Sedimentary,497.5,497,0.45,0.51,52,52,0.21,0.36,16.59,27.95,7.17,-11.42,28,7.2,-11.4,42.88688084,135.245,7.425,1242.054,0.782,1392.399079,1096.951072,136.027,1249.479,Atmospheric,2.960874436,4.698,0.378,0,0.0207,0,0,0,0,0.1575,1.5813,0,2.3292,0.054,0.0837,0.0063,0.081,0.0063,4.702661694,4.698,37.795,453.54,10.87027778,42.51,40.53,19.860000000000003,-0.2333333333333333,10.106666666666667,102.21000000000001,82.24,98.14,8.045977011494253,0,0.4406130268199233,0,0,0,0,3.3524904214559386,33.65900383141762,0,49.57854406130268,1.1494252873563215,1.7816091954022986,0.13409961685823754,1.7241379310344827,0.13409961685823754
