SITE_ID,VISIT_NO,MAGNESIUM_mgL,DOC_mgL,SILICA_mgL,CHLORIDE_mgL,COND_USCM,NITRATE_N_mgL,PH,CHLA_ugL,NTL_mgL,TURB_NTL,AMMONIA_N_mgL,POTASSIUM_mgL,SULFATE_mgL,SODIUM_mgL,COLOR_ALPHA,ANC_ueqL,CALCIUM_mgL,PTL_ugL,NITRITE_N_mgL,ALUMINUM_mgL,NITRATE_NITRITE_N_mgL,TKN_mgL,BATCH_ID
NLA17_MN-10045,1,17.409,8.66,14.998,1.08,287.5,0,8.26,12.35,0.899,5.81,0.058,0.957,0.034,2.702,13,2976.57,32.6,42.81715,0,NA,NA,NA,NA
NLA17_MN-10191,1,19.403,9.36,23.701,0.853,238.2,0.0018,8.98,15.36,1.109,12.26,0.014,0.971,0.024,7.478,13,2510.4,18.22,54.91465,0,NA,NA,NA,NA
NLA17_MT-10129,1,25.135,30.52,17.977,8.306,630,0,9.22,367.2,5.913,49.11,0.05,20.633,86.475,75.763,86,4645.68,23.622,485.3325,0,NA,NA,NA,NA
NLA17_WA-10018,1,10.922,13.8,11.7,6.451,193.2,0,7.9,31.36,0.84,1.43,0.013,1.815,6.241,8.01,104,1638.21,17.063,49.4325,0.003,NA,NA,NA,NA
NLA17_NY-10003,2,0.269,3.03,1.318,0.232,11.2,0.0028,6.39,2.65,0.258,0.73,0.014,0.109,2.637,0.632,12,29.78,0.892,6.40625,0,NA,NA,NA,NA
NLA17_FL-10042,1,2.047,8.99,0.517,20.833,259.2,0,8.39,63.42,1.259,10.91,0.011,2.083,2.755,13.804,25,1922.48,38.447,98.4034,0,NA,NA,NA,NA
NLA17_OR-10173,1,2.2,3.66,6.01,18.3,NA,NA,NA,8.7,0.3025,NA,0.076,1.02,2.69,11.9,NA,259.766,2.12,20,NA,NA,NA,0.3,NA
NLA17_IN-10122,1,10.902,6.15,3.194,16.606,261.5,0,7.87,36.27,0.795,4.55,0.008,5.189,16.316,4.956,38,1721.42,27.914,97.70125,0,NA,NA,NA,NA
NLA17_MN-10016,1,33.013,11.51,13.537,0.654,362.1,0,8.5,27.52,1.304,3.51,0.018,4.488,0.08,2.462,22,4005.07,27.792,58.94375,0,NA,NA,NA,NA
NLA17_WA-10008,1,4.233,2.37,10.958,2.205,111.5,0.1415,7.86,6.64,0.421,0.67,0.043,0.689,6.388,4.669,6,910.59,11.289,23.685,0.002,NA,NA,NA,NA
NLA17_SD-10092,1,4.197,16.5,2.032,5.601,222.1,0.0023,8.26,20.4,1.468,3.28,0.026,15.519,3.9,13.795,37,1930.29,21.053,66.5275,0,NA,NA,NA,NA
NLA17_MN-10032,1,6.274,34.14,16.219,3.655,161.7,0.0065,7.83,29.6,1.225,7.6,0.024,0.497,5.8,2.516,260,1396.04,25.096,89.21,0.001,NA,NA,NA,NA
NLA17_ID-10032,1,6.96,3.95,24.032,13.978,317.5,0,8.43,2.92,0.305,2.94,0.007,7.417,13.707,14.517,14,2542.14,38.425,84.845,0,NA,NA,NA,NA
NLA17_WA-10064,1,1.81,7.17,3.612,1.647,44.4,0.0019,6.84,21.6,0.84,14.92,0.009,0.342,0.052,2.383,40,368.18,3.998,59.40625,0,NA,NA,NA,NA
NLA17_NH-10001,2,0.769,5.54,6.733,7.98,55.9,0,7.1,7.28,0.288,1,0.008,0.716,2.139,5.658,60,178.5,3.937,22.89,0,NA,NA,NA,NA
NLA17_NJ-10009,1,0.575,6.77,0.384,0.981,15.9,0,6.26,15.32,0.72,4.41,0.007,0.266,1.753,0.654,43,47.03,1.21,47.21,0,NA,NA,NA,NA
NLA17_UT-10120,1,0.638,7.12,0.634,0.226,19.5,0,6.98,12.78,0.498,2.68,0.013,0.159,0.132,0.665,40,153.05,2.645,29.02625,0,NA,NA,NA,NA
NLA17_WI-10125,1,0.388,5.45,NA,1.62,14.2,NA,6.56,14.1,0.332,1.7,NA,0.596,1.09,0.648,20,41.1,0.899,20.3,NA,17.8,NA,NA,NA
NLA17_WI-10127,1,1.19,25.5,6.81,4.38,33.9,NA,6.39,7.86,0.59,2.14,0.0669,0.749,0.251,1.72,350,211,3.5,31.1,NA,160,NA,NA,NA
NLA17_MN-HP002,1,21.444,4.86,1.429,1.859,260.9,0,8.63,1.67,0.483,0.71,0.012,2.355,0.496,2.432,20,2784.46,21.679,10.95875,0,NA,NA,NA,NA
NLA17_OK-10012,2,19.277,8.64,7.865,18.343,323,0.0024,8.13,19.2,0.809,7.74,0.027,6.071,2.844,11.126,10,2693.65,26.999,42.0475,0,NA,NA,NA,NA
NLA17_WI-10129,1,0.572,5.43,0.253,1.53,19.2,NA,6.78,2.82,0.201,1.44,NA,0.429,0.802,0.8,15,94.9,1.53,9.56,NA,NA,NA,NA,NA
NLA17_AZ-10002,1,6.214,9.15,11.573,1.547,122.8,0.0018,9.25,121.09,1.538,8.34,0.053,3.62,0.316,4.057,41,1198.61,12.276,396.5525,0,NA,NA,NA,NA
NLA17_WA-10007,2,16.104,4.39,33.03,33.679,385.1,0.4478,8.13,5.28,0.833,1.15,0.025,3.976,14.235,22.412,5,2412.98,34.02,34.80375,0.004,NA,NA,NA,NA
NLA17_MN-10023,1,95.065,12.57,11.501,15.724,820.8,0.0017,8.97,3.74,1.103,0.85,0.025,15.635,134.729,19.472,10,6351.96,21.354,27.02625,0,NA,NA,NA,NA
NLA17_NH-10052,2,0.944,6.22,2.193,16.902,80.9,0,6.85,7.98,0.421,1,0.012,0.777,2.601,12.036,44,121.81,2.796,18.40875,0,NA,NA,NA,NA
NLA17_MN-10003,1,24.348,15.14,18.606,173.319,873.2,0,9.34,329.6,9.506,130,0.041,10.581,12.963,128.098,49,2906.58,16.902,769.694,0,NA,NA,NA,NA
NLA17_IN-10102,1,10.65,5.4,10.714,14.031,265.5,0.0016,8.07,57.12,0.984,7.71,0.019,2.811,5.114,7.531,18,2096.23,29.905,133.13375,0,NA,NA,NA,NA
NLA17_WI-10126,1,29.8,16.6,3.03,191,904,NA,8.87,20.5,1.7,16.6,NA,2.44,8.79,117,30,3100,27.9,115,NA,85.8,NA,NA,NA
NLA17_WI-10130,1,2.14,10.9,0.647,3.82,47.6,NA,7,11.9,0.447,1.42,NA,0.651,NA,1.88,30,313,3.93,21.7,NA,13.2,NA,NA,NA
NLA17_UT-10022,1,0.389,4.02,1.378,0.333,14.1,0,6.96,1.59,0.176,1.1,0.012,0.358,0.541,0.559,24,100.72,1.633,11.7925,0,NA,NA,NA,NA
NLA17_WA-10056,1,0.055,1.09,1.084,0.279,4.6,0.0017,6.92,0.31,0.136,1.69,0.013,0.15,0.211,0.501,4,48.07,0.278,19.64625,0,NA,NA,NA,NA
NLA17_CA-HP001,1,0.39,1.44,2.698,0.106,8.9,0,6.98,0.77,0.099,0.29,0.005,0.109,0.075,0.533,10,87.7,0.75,5.06,0,NA,NA,NA,NA
NLA17_CA-10035,1,0.961,4.18,11.087,0.171,21.2,0.0015,7.21,2.45,0.354,0.64,0.019,0.407,0.027,1.421,1,196.16,1.459,15.9725,0,NA,NA,NA,NA
NLA17_WA-10001,2,1.289,9.26,0.139,19.636,81,0.0017,5.12,15.17,0.63,3.26,0.013,0.526,1.872,12.563,102,2.91,0.575,33.60375,0,NA,NA,NA,NA
NLA17_UT-10140,1,3.318,7.58,5.211,1.021,105.5,0.0017,7.67,13.26,0.315,3.81,0.013,0.672,1.715,4.278,51,924.82,13.159,36.9,0,NA,NA,NA,NA
NLA17_ND-10189,1,80.721,23.6,10.058,4.114,718.2,0.0015,9.05,16.8,1.988,5.44,0.056,8.629,176.647,17.004,44,4201.63,22.249,47.45125,0,NA,NA,NA,NA
NLA17_NH-10003,1,0.802,2.3,0.921,19.512,99.8,0.0022,7.24,2.24,0.226,0.72,0.007,0.787,3.074,13.414,8,183.44,4.332,6.16,0,NA,NA,NA,NA
NLA17_ME-10025,1,2.321,3.7,0.442,3.317,88.1,0.0019,7.77,8.48,0.228,1.59,0.015,0.673,4.405,2.722,17,619.34,11.138,13.31375,0,NA,NA,NA,NA
NLA17_UT-10006,2,34.176,6.96,2.46,21.723,967.7,0.0033,8.32,17.52,0.738,5.74,0.011,5.783,276.406,62.407,19,3290.83,88.929,55.30875,0,NA,NA,NA,NA
NLA17_NE-10068,1,2.696,6.51,12.507,1.801,111.8,0.7811,7.81,3.54,2.036,720,0.017,13.541,5.297,1.343,42,825.08,9.484,1365.019,0,NA,NA,NA,NA
NLA17_WI-10134,1,1.68,7.51,0.151,1.34,29.6,NA,7.22,4.88,0.374,2.52,NA,0.97,NA,0.74,15,243,2.26,16,NA,11,NA,NA,NA
NLA17_WI-10133,1,0.36,7.97,0.119,NA,11.1,NA,6.56,2.58,0.374,1.76,NA,0.578,NA,0.429,30,68.7,0.818,14.5,NA,27.9,NA,NA,NA
NLA17_ND-10077,1,32.823,14.81,15.243,4.308,343.3,0,9.27,8.69,1.803,14.4,0.022,7.718,38.579,5.816,33,2761.26,18.278,105.00625,0,NA,NA,NA,NA
NLA17_OR-10118,1,0.07,1.14,4.33,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0.45,NA,39.964,0.29,NA,NA,NA,NA,NA,NA
NLA17_KY-10003,2,14.391,13.49,12.92,4.947,358,0,7.62,30.88,1.465,32.52,0.17,5.14,1.383,6.973,47,3591.97,48.896,244.19125,0,NA,NA,NA,NA
NLA17_CA-10052,1,1.046,4.02,7.462,0.133,31.9,0.0279,7.42,6.11,0.761,5.52,0.171,0.384,0.199,1.737,10,301.49,3.15,34.905,0.001,NA,NA,NA,NA
NLA17_MD-10004,1,137.024,11.32,8.358,2144.503,6910.5,0.1642,8.53,105.55,2.108,15.06,0.013,44.831,242.24,1136.653,34,1676.33,52.773,133.015,0,NA,NA,NA,NA
NLA17_ND-HP002,1,44.512,14.61,10.351,1.88,456.9,0.0053,8.44,5.46,1.36,1.67,0.158,9.471,26.111,6.661,18,4386.94,25.55,29.3825,0,NA,NA,NA,NA
NLA17_UT-10094,1,29.942,2.47,10.056,6.756,563.7,0,8.38,0.97,0.133,4.53,0.004,3.04,65.383,10.611,18,4628.06,69.271,18.015,0,NA,NA,NA,NA
NLA17_AZ-10090,1,0.754,7.56,2.633,0.924,23.9,0.0015,7.09,4.78,0.284,1.67,0.006,0.543,1.148,0.975,24,158.91,2.576,13.795,0,NA,NA,NA,NA
NLA17_MS-10037,1,6.064,6.3,14.028,3.804,171.1,0,8.79,61.78,1.773,15.09,0.016,5.388,0.024,5.085,18,1577.55,19.78,177.33,0,NA,NA,NA,NA
NLA17_OR-10127,1,0.73,1.34,4.94,NA,NA,NA,NA,0.4,NA,NA,NA,0.35,NA,1,NA,179.838,1.59,NA,NA,NA,NA,NA,NA
NLA17_OR-10150,1,0.31,1.93,6.45,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.91,NA,119.892,1.32,NA,NA,NA,NA,NA,NA
